"mode","age","gender","income","hh_size","auto_avail","bike_avail","ttime.walk","ttime.bike","ttime.auto","ttime.transit","weight"
"transit",39,1,2080,4,0.5,1,459.63,162.52,57.59,70,0.889553692
"auto",48,1,2733,4,0.5,1,59.01,20.86,5,13.64,0.547970238
"auto",43,0,2364,4,1,1,23.6,8.35,10,5.46,0.616015942
"walk",32,0,2057,3,0.5,1,5,0.44,0.16,0.29,1.591529607
"auto",49,1,4238,4,0.67,1,448.45,158.57,45,103.69,0.743677703
"transit",24,1,5037,4,1,1,560.62,198.23,70.24,75,1.136948003
"auto",38,0,4203,2,1,1,306.83,108.49,40,70.94,2.450395711
"auto",49,0,6213,3,0.33,1,377.64,133.53,35,87.31,0.317095497
"auto",50,0,5128,3,1,1,35.4,12.52,10,8.19,0.948702427
"auto",51,1,5105,3,1,1,177.02,62.59,15,40.93,0.933130743
"auto",23,1,5421,3,1,1,177.02,62.59,20,40.93,1.65353114
"auto",56,1,1256,2,1,1,153.42,54.25,30,35.47,0.946277104
"transit",61,1,4413,5,0.75,1,560.62,198.23,70.24,65,0.542812405
"bike",20,1,4495,5,0.75,1,48.7,15,6.1,11.26,1.076840544
"auto",42,0,2813,3,1,1,354.04,125.18,35,81.86,0.366763071
"auto",62,1,4043,2,0.5,1,177.02,62.59,25,40.93,0.401482889
"auto",58,1,3993,3,1,1,306.83,108.49,30,70.94,0.427861159
"auto",49,0,3855,3,1,0,177.02,62.59,20,40.93,0.664347675
"auto",22,1,3597,5,0.5,1,283.23,100.15,30,65.49,0.560284956
"auto",21,0,3262,5,0.5,1,47.2,16.69,15,10.91,0.52995151
"auto",36,0,873,3,0.5,1,70.81,25.04,20,16.37,3.060969899
"bike",38,0,3353,3,1,1,24.35,10,3.05,5.63,1.098114894
"auto",20,1,2427,4,1,1,295.03,104.32,25,68.21,0.698744378
"auto",58,0,3347,2,0.5,1,70.81,25.04,35,16.37,0.537330091
"auto",25,1,688,3,1,0,531.06,187.77,50,122.79,0.688682063
"auto",62,1,1380,2,1,1,94.41,33.38,15,21.83,0.820330356
"auto",39,1,2484,2,1,1,259.63,91.8,30,60.03,1.606381712
"auto",45,1,3286,5,0.75,1,153.42,54.25,20,35.47,0.605897857
"auto",42,0,2800,3,1,1,35.4,12.52,10,8.19,0.341367581
"bike",36,1,2393,3,0.5,1,42.61,10,5.34,9.85,1.024060053
"auto",40,0,4453,3,1.5,1,330.43,116.84,40,76.4,0.539641165
"auto",18,0,2028,3,1,1,35.4,12.52,15,8.19,1.046635247
"auto",45,0,2047,3,1,1,82.61,29.21,15,19.1,0.88563204
"auto",46,1,2550,3,1,1,118.01,41.73,17,27.29,0.850322586
"bike",60,1,1656,4,0.67,1,24.35,20,3.05,5.63,0.867562039
"auto",60,1,2615,2,0.5,1,53.17,18.8,15,12.29,0.065242669
"bike",59,0,2813,2,0.5,1,15.78,10,1.98,3.65,0.100276323
"auto",45,1,3120,2,1,1,153.42,54.25,30,35.47,1.038038224
"auto",41,0,3094,2,1,1,188.82,66.76,25,43.66,1.377125564
"auto",57,1,2229,5,0.5,0,70.81,25.04,15,16.37,0.729048162
"walk",36,0,2260,4,1,1,5,0.88,0.31,0.57,0.860884506
"auto",42,1,2044,4,1,0,82.61,29.21,14,19.1,0.637149463
"transit",19,0,1641,3,1,1,168.2,59.47,21.07,55,0.85574976
"transit",45,1,2864,5,0.5,1,336.4,118.95,42.15,44,0.63746248
"auto",42,0,3984,4,1,1,129.81,45.9,16,30.01,0.907475798
"auto",37,1,2980,4,0.5,1,5.96,2.11,2,1.38,0.666416733
"auto",52,0,3051,2,0.5,1,236.02,83.46,20,54.57,0.726181299
"auto",40,1,6045,4,1,1,200.62,70.94,20,46.39,1.229317893
"walk",40,0,1188,1,1,0,15,6.46,2.29,4.22,2.059538326
"auto",21,1,4599,5,1,0,295.03,104.32,30,68.21,1.225010541
"bike",47,0,2364,3,0,1,24.35,20,3.05,5.63,0.879226021
"transit",18,0,2229,3,0.5,1,112.17,39.66,14.05,30,0.920757735
"walk",23,0,2018,3,0.67,1,3,1.27,0.45,0.83,0.846470779
"transit",58,0,4439,2,1,1,44.84,15.86,5.62,30,1.176238868
"auto",45,0,2941,2,1,1,35.4,12.52,15,8.19,0.45557336
"auto",53,0,6213,3,1.33,1,212.42,75.11,20,49.11,0.377924731
"auto",52,0,7797,2,0.5,1,11.8,4.17,5,2.73,0.945744529
"transit",37,1,1169,1,1,1,526.96,186.33,66.02,75,4.926779524
"auto",45,1,4003,5,1,0,236.02,83.46,30,54.57,0.785974706
"auto",36,0,819,4,0.5,0,11.8,4.17,15,2.73,1.441445701
"auto",50,0,5421,2,1,1,472.05,166.91,80,109.14,0.979418909
"transit",31,1,5201,2,0.5,1,179.38,63.43,22.47,50,2.000272676
"auto",31,0,5452,2,0.5,1,82.61,29.21,20,19.1,2.018142741
"auto",43,1,2970,5,0.33,0,35.4,12.52,5,8.19,0.671050909
"transit",18,1,2791,5,0.33,1,44.84,15.86,5.62,15,0.653407539
"auto",69,1,5654,2,1,0,365.84,129.36,35,84.59,1.214889785
"auto",49,0,2480,1,1,0,354.04,125.18,30,81.86,2.17323495
"auto",50,1,3794,3,0.5,1,47.2,16.69,8,10.91,1.249606128
"auto",56,0,2386,2,0.5,1,59.01,20.86,10,13.64,0.508659003
"auto",56,0,5516,2,0.5,1,118.01,41.73,15,27.29,1.766702806
"auto",58,1,5452,2,0.5,1,141.61,50.07,20,32.74,1.696265752
"transit",46,0,2412,1,0,1,56.02,19.81,7.02,20,1.538981678
"auto",56,0,771,1,1,1,147.58,52.18,25,34.12,2.017250239
"transit",31,0,3696,2,0,0,157.02,55.52,19.67,55,1.526417747
"auto",54,0,3540,2,0.5,1,82.61,29.21,10,19.1,0.882497259
"bike",61,0,1768,2,0.5,1,18.26,30,2.29,4.22,0.651603562
"auto",32,1,2025,4,1,0,153.42,54.25,15,35.47,0.626817665
"auto",31,1,3005,1,1,1,35.4,12.52,10,8.19,7.58827266
"auto",30,1,582,2,0.5,1,177.02,62.59,20,40.93,1.579708991
"bike",40,0,2002,4,1,1,26.83,15,3.36,6.2,0.702795297
"auto",44,1,2067,4,1,1,389.44,137.7,40,90.04,0.6747754
"auto",39,0,3041,4,1,1,188.82,66.76,15,43.66,0.901788677
"auto",51,1,3041,2,0.5,1,94.41,33.38,25,21.83,0.847191281
"bike",39,1,2163,3,0.5,1,40.12,15,5.03,9.28,1.579915915
"auto",38,0,2157,3,0.5,1,47.2,16.69,10,10.91,1.645521567
"walk",36,0,1913,3,1,0,10,1.71,0.61,1.12,1.886830424
"auto",42,1,3464,3,0.5,1,106.21,37.55,8,24.56,1.395264762
"auto",47,1,2892,5,0.5,1,82.61,29.21,15,19.1,0.557143461
"bike",46,0,2733,5,0.5,1,48.7,20,6.1,11.26,0.566440831
"bike",37,0,957,1,0,1,12.17,10,1.53,2.81,2.941161896
"auto",51,0,1365,2,1,0,147.58,52.18,20,34.12,0.924355513
"auto",42,0,2274,4,0.5,0,188.82,66.76,15,43.66,0.954318782
"bike",43,0,2137,4,0.5,0,3.6,5,0.45,0.83,0.954318782
"bike",14,1,2143,4,0.5,0,18.26,20,2.29,4.22,1.025110394
"auto",22,1,1124,2,1,1,177.02,62.59,20,40.93,2.495391249
"transit",57,1,2678,3,0.5,1,246.71,87.23,30.91,70,0.662050822
"transit",21,0,2809,3,0.5,1,392.42,138.76,49.17,105,1.338212795
"auto",52,0,3031,2,1,1,59.01,20.86,15,13.64,0.921222853
"transit",46,0,4215,2,1,1,213.04,75.33,26.69,45,0.938102787
"auto",46,1,4192,2,1,1,448.45,158.57,30,103.69,0.972873369
"auto",31,0,5421,7,0.33,1,82.61,29.21,25,19.1,0.34078103
"walk",50,0,5334,7,0.33,0,10,3.43,1.21,2.24,0.158925464
"auto",54,1,2960,4,0.5,1,342.24,121.01,30,79.13,0.575824551
"bike",52,0,2864,4,0.5,1,48.7,20,6.1,11.26,0.599735536
"transit",38,0,3811,2,0.5,1,448.45,158.57,56.19,50,4.394305596
"walk",29,1,3890,2,0.5,1,5,0.88,0.31,0.57,4.866735855
"bike",43,0,5176,6,0.67,1,48.7,12,6.1,11.26,0.945045317
"auto",44,1,5201,6,0.67,1,259.63,91.8,30,60.03,0.907367103
"auto",53,1,4226,4,0.67,1,153.42,54.25,23,35.47,0.304283363
"walk",66,0,8092,2,0.5,1,10,2.15,0.76,1.41,0.31374987
"walk",66,1,9204,2,0.5,1,10,2.15,0.76,1.41,0.329202296
"walk",53,1,217,4,0.67,1,3,1.27,0.45,0.83,0.300940441
"auto",39,1,2818,4,1,0,259.63,91.8,30,60.03,1.166865148
"auto",59,1,2535,4,0.67,1,177.02,62.59,15,40.93,0.577867664
"auto",54,1,2041,3,0.5,1,283.23,100.15,45,65.49,0.926512824
"auto",44,1,2278,2,1,1,47.2,16.69,10,10.91,0.987524622
"auto",57,1,3803,4,1,0,413.04,146.05,35,95.5,0.467417615
"auto",54,0,3828,4,1,0,413.04,146.05,35,95.5,0.489711509
"auto",47,1,3561,4,0.5,1,767.08,271.23,50,177.36,0.659102147
"transit",46,0,2288,2,0.5,0,560.62,198.23,70.24,60,1.865658417
"auto",54,1,2686,2,1,1,106.21,37.55,25,24.56,1.135081027
"auto",47,1,2661,3,1,1,165.22,58.42,15,38.2,0.530135677
"auto",35,0,921,2,1,1,70.81,25.04,10,16.37,2.514643022
"auto",60,1,1072,3,0.67,0,212.42,75.11,20,49.11,0.290865638
"auto",25,1,950,3,0.67,0,82.61,29.21,15,19.1,0.755935282
"auto",37,0,1605,4,0.5,1,236.02,83.46,35,54.57,0.806691403
"auto",41,1,1851,4,0.5,1,236.02,83.46,35,54.57,0.597040591
"transit",21,0,1413,2,0.5,0,280.25,99.09,35.11,55,2.092254494
"auto",23,1,1156,2,0.5,1,118.01,41.73,15,27.29,2.08263108
"auto",47,0,4439,5,0.5,1,82.61,29.21,10,19.1,0.802167384
"auto",47,0,1143,2,1,1,59.01,20.86,5,13.64,0.855818287
"transit",49,1,3511,5,0.5,1,56.02,19.81,7.02,25,0.725580506
"transit",44,1,3820,5,1,1,874.53,309.22,109.57,90,0.696891187
"auto",45,1,3650,6,0.5,1,62.61,22.14,10,14.48,0.576837183
"auto",58,1,3547,4,0.75,1,59.01,20.86,10,13.64,0.23706617
"auto",55,0,3131,4,0.75,1,236.02,83.46,30,54.57,0.228593403
"auto",57,0,1957,2,1,1,94.41,33.38,15,21.83,0.557649626
"auto",43,1,1500,4,0.33,1,342.24,121.01,30,79.13,0.649259095
"auto",51,0,971,2,0.5,0,118.01,41.73,20,27.29,0.907006457
"auto",44,0,1219,2,0.5,1,413.04,146.05,30,95.5,1.053704238
"bike",61,1,1872,3,0.5,1,36.52,10,4.58,8.44,0.676194449
"transit",44,1,2897,4,0.5,1,280.25,99.09,35.11,40,0.708749624
"auto",43,0,2777,2,0.5,1,306.83,108.49,25,70.94,1.270888071
"auto",47,0,1841,4,0.5,1,82.61,29.21,15,19.1,0.77975805
"auto",53,1,1587,4,0.5,1,94.41,33.38,20,21.83,0.729941647
"auto",51,1,2495,2,1,1,212.42,75.11,30,49.11,0.74293818
"auto",54,1,2267,4,0.5,1,177.02,62.59,20,40.93,0.442969709
"auto",45,0,450,3,0.5,1,82.61,29.21,15,19.1,1.009186543
"auto",49,1,236,3,0.5,0,59.01,20.86,15,13.64,0.968951068
"auto",52,1,6154,4,0.67,0,413.04,146.05,30,95.5,0.340422631
"transit",53,0,2970,2,0.5,1,224.22,79.28,28.09,75,0.603773243
"walk",47,0,2619,4,0.5,0,5,0.44,0.16,0.29,0.054025962
"walk",50,1,2738,4,0.5,1,3,0.44,0.16,0.29,0.03211423
"transit",44,1,4335,3,1,1,89.69,31.71,11.24,20,0.580500182
"auto",64,1,3511,1,1,1,224.22,79.28,16,51.84,2.112936398
"auto",41,1,4509,3,1,1,70.81,25.04,15,16.37,1.650059066
"transit",50,1,3712,4,0.5,1,196.15,69.36,24.58,53,0.309403284
"transit",17,0,3872,4,0.5,1,224.22,79.28,28.09,60,0.372804844
"auto",42,1,3256,4,1,1,354.04,125.18,30,81.86,0.581114109
"auto",49,1,3398,4,0.75,1,118.01,41.73,20,27.29,0.524067294
"auto",19,1,3250,4,0.75,1,295.03,104.32,25,68.21,0.516263557
"bike",52,0,1434,3,0,1,146.09,35,18.3,33.78,0.462478283
"auto",35,1,2060,5,0,0,531.06,187.77,60,122.79,1.401649862
"bike",45,0,1344,1,1,1,30.43,9,3.81,7.04,2.039962478
"auto",63,1,2912,2,1,1,141.61,50.07,15,32.74,0.545084878
"transit",47,0,2699,2,1,0,33.66,11.9,4.22,33,0.360343537
"auto",43,1,1677,1,1,0,24.84,8.78,7,5.74,1.084612851
"auto",31,1,1945,2,1,1,413.04,146.05,60,95.5,2.041124059
"auto",43,1,2936,4,1,1,377.64,133.53,30,87.31,0.603356199
"auto",45,1,3353,4,0.5,1,731.68,258.71,45,169.17,0.641869059
"auto",57,1,3918,2,1,0,554.66,196.12,40,128.24,0.357009342
"auto",54,0,3650,2,1,0,59.01,20.86,20,13.64,0.344677237
"transit",47,0,1957,2,1,1,313.91,111,39.33,45,1.169574464
"auto",44,1,1854,4,0.5,1,365.84,129.36,35,84.59,0.511420646
"auto",51,1,8505,4,1,1,531.06,187.77,40,122.79,0.55836443
"transit",26,0,2878,4,0,1,224.22,79.28,28.09,60,0.953261134
"auto",50,0,1900,2,1,0,29.57,10.45,10,6.84,0.916159105
"auto",50,1,3650,3,1,1,59.01,20.86,10,13.64,1.422403643
"auto",50,0,3899,3,1,1,47.2,16.69,10,10.91,1.481468634
"auto",44,1,6483,5,1,1,767.08,271.23,45,177.36,0.475457244
"transit",46,1,3062,3,0.67,1,56.02,19.81,7.02,30,2.687163814
"transit",19,0,3176,3,0.67,1,56.02,19.81,7.02,25,2.958198552
"bike",27,0,1605,2,0,1,152.17,60,19.07,35.18,3.03919038
"transit",30,1,1780,2,0,1,336.4,118.95,42.15,50,3.42633981
"auto",65,0,1826,2,1,1,82.61,29.21,35,19.1,0.436968185
"walk",46,1,3209,2,1,0,15,5.18,1.84,3.39,1.423873849
"transit",50,1,1804,1,1,1,280.25,99.09,35.11,55,3.25190099
"auto",61,1,3115,2,0.5,0,118.01,41.73,15,27.29,0.355543045
"auto",30,0,2438,4,1,1,236.02,83.46,20,54.57,0.762448157
"auto",46,0,4023,4,0.67,1,295.03,104.32,30,68.21,0.451850494
"auto",47,1,4262,4,0.67,1,275.03,97.25,40,63.59,0.444433972
"transit",38,1,3964,4,0.5,0,56.02,19.81,7.02,26,1.887551474
"auto",39,1,2640,4,1,1,118.01,41.73,10,27.29,1.166865148
"bike",38,1,8505,4,1,1,48.7,10,6.1,11.26,0.799882216
"auto",37,0,8505,4,1,1,70.81,25.04,10,16.37,0.833097145
"auto",46,0,5391,4,0.5,1,141.61,50.07,20,32.74,0.412651169
"bike",34,1,2595,2,0,1,60.87,25,7.63,14.07,8.844321804
"auto",43,0,2738,3,0.33,1,200.62,70.94,23,46.39,1.411205009
"auto",58,1,2955,2,1,1,236.02,83.46,15,54.57,1.041459118
"auto",52,0,2695,2,1,1,82.61,29.21,15,19.1,1.091132426
"auto",44,1,1929,2,1,0,212.42,75.11,30,49.11,1.128134593
"auto",23,1,1127,1,1,1,35.4,12.52,10,8.19,3.124175035
"auto",58,1,2465,2,1,1,153.42,54.25,20,35.47,0.662767614
"walk",50,0,3304,5,0.6,1,20,6.46,2.29,4.22,0.595860152
"bike",50,1,3477,5,0.6,1,45.09,20,5.65,10.43,0.590583984
"bike",41,1,3786,4,1,1,36.52,10,4.58,8.44,1.00154955
"transit",20,0,2434,3,1,0,145.71,51.52,18.26,50,1.087539039
"auto",43,1,2476,3,1,1,295.03,104.32,30,68.21,0.934332412
"auto",54,0,2769,2,1,1,94.41,33.38,10,21.83,0.676157949
"auto",58,0,2990,2,0.5,1,47.2,16.69,15,10.91,1.586922266
"transit",55,0,2965,3,1,1,56.02,19.81,7.02,30,0.356027169
"auto",42,1,2850,5,1,1,318.63,112.66,33,73.67,0.940075855
"walk",32,0,6409,2,0.5,1,5,1.71,0.61,1.12,1.252582514
"transit",42,1,2644,2,0,1,33.66,11.9,4.22,25,0.904676919
"transit",45,1,4238,2,1,1,157.02,55.52,19.67,40,0.980644966
"auto",40,0,4115,2,1,1,236.02,83.46,25,54.57,1.086338811
"auto",25,1,3688,4,0.5,0,188.82,66.76,25,43.66,1.367489914
"auto",30,1,2208,2,0.5,1,413.04,146.05,32,95.5,1.38706058
"transit",53,0,1860,3,1,0,33.66,11.9,4.22,10,0.676647324
"auto",52,0,2495,3,1,1,271.43,95.97,25,62.76,0.725032689
"bike",50,0,3927,2,0.5,1,91.3,26,11.44,21.11,0.765540613
"bike",53,1,3803,2,0.5,1,6.09,5,0.76,1.41,0.752975286
"walk",20,1,5037,4,0.25,0,15,2.59,0.92,1.69,1.020750171
"transit",36,1,2791,4,0.5,1,919.38,325.08,115.19,135,1.261973191
"auto",44,0,3777,3,0.67,1,330.43,116.84,45,76.4,0.646752724
"bike",56,1,3072,4,0.25,1,36.52,10,4.58,8.44,0.570180366
"auto",58,1,2408,2,1,1,141.61,50.07,20,32.74,3.469174159
"auto",56,0,795,1,1,1,17.76,6.28,9,4.11,1.056700014
"auto",52,0,7566,2,0.5,0,70.81,25.04,15,16.37,1.218173809
"auto",40,0,2249,4,0.75,0,236.02,83.46,30,54.57,0.659659793
"auto",21,1,2419,4,0.75,0,236.02,83.46,30,54.57,0.849931438
"auto",38,1,2499,3,0.5,1,64.97,22.97,10,15.02,1.778890442
"auto",59,0,903,2,0.5,1,35.4,12.52,10,8.19,0.282179024
"auto",58,1,1283,2,0.5,0,35.4,12.52,10,8.19,0.28188776
"auto",58,0,1581,2,1,1,212.42,75.11,25,49.11,0.481866036
"auto",70,1,928,2,0.5,1,47.2,16.69,10,10.91,0.848996067
"auto",42,0,1611,3,1,0,94.41,33.38,10,21.83,0.78357087
"auto",47,1,3964,3,1,0,365.84,129.36,30,84.59,0.5322992
"transit",20,1,3803,3,1,1,112.17,39.66,14.05,30,0.897721205
"transit",28,0,1419,2,0,1,56.02,19.81,7.02,35,3.344579535
"auto",42,1,2686,5,1,1,141.61,50.07,15,32.74,0.525228715
"auto",23,1,3464,3,1,1,94.41,33.38,15,21.83,1.201045004
"auto",57,1,3268,4,0.75,0,177.02,62.59,20,40.93,0.502884133
"auto",41,1,2070,4,0.5,1,59.01,20.86,10,13.64,0.733792189
"auto",26,1,7566,2,1,1,35.4,12.52,10,8.19,1.849680657
"auto",48,1,3341,3,1,1,377.64,133.53,20,87.31,1.137702541
"auto",43,0,3020,3,1,0,141.61,50.07,15,32.74,1.641549709
"auto",41,1,4033,4,1,1,177.02,62.59,15,40.93,0.79458994
"auto",52,1,3067,4,0.67,1,129.81,45.9,20,30.01,0.63971821
"auto",22,0,4746,4,1.33,1,141.61,50.07,25,32.74,0.764592305
"transit",42,1,2163,1,1,1,179.38,63.43,22.47,40,2.834630681
"auto",39,1,3457,4,1,1,271.43,95.97,25,62.76,0.878469041
"auto",39,0,2773,4,0.5,1,23.6,8.35,5,5.46,0.806691403
"auto",41,1,2764,4,0.5,1,236.02,83.46,20,54.57,0.597040591
"auto",27,1,4126,3,0.33,1,118.01,41.73,10,27.29,1.126972839
"transit",58,1,4568,3,0.33,1,560.62,198.23,70.24,75,0.422862695
"transit",53,0,4023,3,0.33,1,336.4,118.95,42.15,45,0.474168267
"auto",37,1,2823,4,1,1,59.01,20.86,10,13.64,0.717150781
"auto",39,1,2292,4,1,1,118.01,41.73,15,27.29,0.68750133
"transit",41,0,2578,4,1,1,134.53,47.57,16.86,30,0.556001989
"bike",49,0,2682,5,0.33,1,36.52,15,4.58,8.44,1.432136085
"auto",37,0,3583,5,0.5,1,70.81,25.04,15,16.37,0.810475883
"auto",56,0,1203,1,1,1,200.62,70.94,25,46.39,1.95259006
"bike",28,0,1665,2,0.5,1,60.87,30,7.63,14.07,1.197077767
"auto",53,0,1085,1,1,1,47.2,16.69,7,10.91,1.424299772
"transit",46,1,3334,2,0.5,1,560.62,198.23,70.24,60,1.105034733
"auto",29,0,3568,2,1,1,212.42,75.11,30,49.11,1.542493425
"auto",28,1,3142,2,1,1,177.02,62.59,20,40.93,1.517175455
"auto",55,1,4063,4,0.67,1,59.01,20.86,30,13.64,0.806588087
"auto",43,0,3062,3,2,1,9.44,3.34,3,2.18,0.891457518
"auto",48,1,2015,2,0.5,0,147.58,52.18,30,34.12,0.707796411
"walk",27,0,2434,2,0.5,1,10,4.3,1.53,2.81,1.886445624
"auto",54,1,1683,2,0.5,1,330.43,116.84,25,76.4,0.765948799
"auto",53,1,1904,2,0.5,1,35.4,12.52,15,8.19,0.700709043
"auto",40,1,5452,1,1,1,17.76,6.28,8,4.11,5.9463205
"auto",28,1,5152,3,0.67,1,236.02,83.46,20,54.57,1.323548352
"auto",49,0,1530,2,1,1,177.02,62.59,15,40.93,0.924818514
"bike",30,1,4509,3,1,1,24.35,15,3.05,5.63,1.558885655
"auto",45,1,3099,3,1,1,330.43,116.84,30,76.4,0.512944469
"walk",41,0,2070,3,0.67,1,1,0.44,0.16,0.29,0.455440914
"auto",51,1,2222,3,0.67,0,11.8,4.17,3,2.73,0.371813885
"auto",44,1,3642,3,0.67,1,35.4,12.52,15,8.19,1.214939647
"auto",54,1,1838,4,0.75,1,53.17,18.8,10,12.29,0.318287788
"auto",40,0,1916,4,0.75,1,59.01,20.86,15,13.64,0.566142792
"transit",40,1,1052,2,0.5,1,426.09,150.66,53.39,75,1.546759961
"auto",72,1,1506,2,1,1,47.2,16.69,15,10.91,0.650579462
"auto",45,1,3051,2,1,0,413.04,146.05,60,95.5,1.096080934
"walk",32,0,3256,2,1,1,5,0.44,0.16,0.29,2.608794564
"auto",44,0,1774,4,1,1,118.01,41.73,20,27.29,0.763009226
"auto",46,1,1563,4,1,0,47.2,16.69,15,10.91,0.717311397
"auto",63,1,3328,2,0.5,1,424.84,150.22,45,98.23,0.472056207
"auto",60,1,5483,1,1,1,4.72,1.67,3,1.09,2.063364604
"auto",31,0,3126,2,0.5,1,177.02,62.59,30,40.93,2.000099782
"auto",47,1,4524,4,1,1,23.6,8.35,3,5.46,0.226189097
"auto",30,0,3005,1,1,1,649.07,229.5,40,150.07,1.759646297
"auto",28,1,2850,2,1,1,271.43,95.97,27,62.76,2.05363993
"transit",55,0,2682,3,0.67,1,157.02,55.52,19.67,35,0.830761243
"auto",19,0,4426,4,1,0,94.41,33.38,10,21.83,0.470449976
"auto",56,0,4439,2,1,1,118.01,41.73,20,27.29,0.479758279
"auto",42,0,2985,3,1,1,35.4,12.52,10,8.19,1.297943304
"auto",21,1,2603,3,1,1,153.42,54.25,20,35.47,1.439608454
"auto",48,0,1146,1,1,1,47.2,16.69,15,10.91,1.667979329
"bike",20,0,2295,4,0.67,1,85.22,20,10.68,19.7,0.753762812
"auto",40,0,2025,4,0.67,0,295.03,104.32,25,68.21,0.702795297
"auto",42,1,2153,4,0.67,0,413.04,146.05,30,95.5,0.6747754
"auto",50,1,2995,3,0.5,1,165.22,58.42,20,38.2,0.521222275
"auto",36,0,3511,3,1,0,82.61,29.21,15,19.1,1.215457217
"auto",37,0,5483,7,1,1,448.45,158.57,35,103.69,0.724636253
"auto",37,1,3974,3,0.67,1,188.82,66.76,20,43.66,0.81415237
"auto",36,0,3890,3,0.67,1,106.21,37.55,15,24.56,0.770074716
"auto",61,0,4105,2,0.5,0,188.82,66.76,25,43.66,0.997543844
"auto",46,1,3561,7,0.33,1,177.02,62.59,20,40.93,0.390115351
"transit",32,0,1194,1,0,0,100.87,35.67,12.64,40,9.633227592
"bike",52,0,3828,2,0,1,36.52,15,4.58,8.44,0.623347419
"bike",53,1,3846,2,0,1,58.39,20,7.32,13.5,0.648243068
"auto",54,1,4599,4,0.5,1,472.05,166.91,40,109.14,0.545618241
"auto",25,0,4912,3,0.33,0,146.34,51.74,65,33.83,0.938502269
"auto",57,1,3777,2,1,1,106.21,37.55,20,24.56,1.012878911
"bike",50,0,2707,3,0.67,1,36.52,15,4.58,8.44,0.449003336
"auto",19,1,2769,3,0.67,0,413.04,146.05,45,95.5,1.004845474
"auto",46,0,2716,4,0.67,1,389.44,137.7,45,90.04,0.332274168
"auto",48,1,2699,4,0.67,1,247.83,87.63,30,57.3,0.34458984
"auto",39,0,1265,3,1,1,94.41,33.38,10,21.83,1.859234805
"auto",29,1,3984,2,0.5,1,448.45,158.57,35,103.69,1.693129049
"transit",28,0,3704,2,0.5,1,280.25,99.09,35.11,50,1.559171098
"transit",52,1,5391,2,1,1,168.2,59.47,21.07,37,1.930859431
"bike",36,0,4646,3,0.5,1,48.7,20,6.1,11.26,1.780397826
"auto",57,1,3159,2,0.5,1,82.61,29.21,25,19.1,0.400455662
"auto",38,1,2208,5,1,0,236.02,83.46,20,54.57,0.938381893
"auto",49,1,3126,3,1,1,708.07,250.37,45,163.71,0.364423099
"auto",46,0,3057,3,1,1,59.01,20.86,10,13.64,0.350954433
"auto",57,1,4115,4,1,1,295.03,104.32,55,68.21,0.240127289
"auto",33,0,4599,4,1,1,436.65,154.39,60,100.96,0.645784307
"auto",43,0,4678,4,1,1,295.03,104.32,25,68.21,0.758147717
"walk",47,1,1059,2,0.5,1,15,2.15,0.76,1.41,0.789116039
"transit",29,1,4023,1,0,1,50.43,17.83,6.32,25,4.435242282
"transit",47,0,2627,2,0.5,1,134.53,47.57,16.86,46,1.532625855
"auto",21,1,4912,3,0.67,1,47.2,16.69,10,10.91,1.721425579
"auto",58,0,6647,4,0.5,1,35.4,12.52,15,8.19,0.532798973
"bike",45,0,4538,4,0.33,1,146.09,40,18.3,33.78,0.696145252
"bike",49,1,4553,4,0.33,1,133.91,35,16.78,30.96,0.692943302
"auto",43,0,2595,3,1,1,59.01,20.86,5,13.64,2.022535599
"auto",53,1,1656,2,1,0,47.2,16.69,10,10.91,0.947507163
"auto",49,1,8505,2,1.5,1,11.8,4.17,5,2.73,0.802247404
"auto",39,0,8505,2,1.5,1,35.4,12.52,5,8.19,1.327786928
"transit",28,0,2800,4,1,1,168.2,59.47,21.07,24,1.249263579
"auto",63,1,2695,4,1,1,129.81,45.9,30,30.01,0.513817442
"transit",49,0,2720,2,0,1,224.22,79.28,28.09,45,2.044629422
"walk",28,0,6740,2,1,1,10,2.15,0.76,1.41,0.959434059
"auto",51,0,2480,2,1,1,141.61,50.07,15,32.74,1.170619207
"auto",46,1,2408,2,1,1,129.81,45.9,20,30.01,1.385564464
"auto",44,0,3391,2,0.5,1,94.41,33.38,10,21.83,2.370083845
"transit",28,1,1801,1,0,0,134.53,47.57,16.86,31,7.846622451
"auto",44,0,3511,4,0.25,0,70.81,25.04,15,16.37,0.840282942
"auto",49,1,3233,4,0.25,1,118.01,41.73,20,27.29,0.641953774
"transit",24,1,7216,3,0.67,0,56.02,19.81,7.02,25,2.233410065
"bike",64,1,1314,2,0.5,1,12.17,15,1.53,2.81,0.325380796
"transit",52,0,1647,2,1,0,302.73,107.04,37.93,58,1.191813933
"auto",48,1,2657,4,1,1,295.03,104.32,30,68.21,0.787970523
"auto",58,1,2764,1,1,1,64.97,22.97,15,15.02,3.119320111
"auto",45,1,2892,3,1,1,354.04,125.18,30,81.86,0.740454459
"walk",46,0,1326,1,0,1,5,2.15,0.76,1.41,2.898094312
"auto",46,1,6562,4,0.5,1,64.97,22.97,15,15.02,0.308168352
"bike",46,0,6213,4,0.5,1,36.52,10,4.58,8.44,0.296778798
"auto",53,0,4181,4,1,1,70.81,25.04,40,16.37,0.448717373
"auto",56,1,4043,4,1,1,731.68,258.71,65,169.17,0.393376956
"auto",30,1,4192,4,1,0,318.63,112.66,29,73.67,0.944617441
