"mode","age","gender","income","hh_size","auto_avail","bike_avail","ttime.walk","ttime.bike","ttime.auto","ttime.transit","weight"
"walk",49,1,3398,4,1,1,45,17.22,6.1,11.26,0.483868605
"transit",26,0,3198,4,1,0,78.51,27.76,9.84,30,0.966609368
"auto",22,0,3078,4,1,1,59.01,20.86,10,13.64,0.94076361
"auto",22,1,2208,4,0.5,0,41.37,14.63,10,9.56,0.496362117
"auto",50,1,2057,4,0.5,1,413.04,146.05,30,95.5,0.288631109
"walk",50,0,2038,4,0.5,1,10,2.15,0.76,1.41,0.278315407
"auto",18,1,4799,3,1.33,0,106.21,37.55,15,24.56,0.827062496
"auto",47,0,4630,3,1.33,0,47.2,16.69,9,10.91,0.745488481
"auto",49,1,4892,3,1.33,0,5.96,2.11,3,1.38,0.733252283
"transit",46,1,4835,5,0.33,1,126.71,44.8,15.88,35,0.302501831
"auto",52,0,4023,4,1,1,94.41,33.38,20,21.83,0.742122599
"auto",52,1,1632,2,1,1,70.81,25.04,10,16.37,0.590036739
"auto",56,0,3159,3,1,1,354.04,125.18,30,81.86,0.624779639
"auto",39,1,3298,4,1,0,47.2,16.69,10,10.91,0.999610152
"auto",57,1,791,2,0.5,1,47.2,16.69,10,10.91,0.274072113
"transit",41,0,2531,3,0.5,1,56.02,19.81,7.02,20,1.16495034
"auto",41,0,2116,3,0.5,1,295.03,104.32,37,68.21,1.16495034
"auto",50,1,2860,4,0.75,1,236.02,83.46,20,54.57,0.410939505
"auto",19,0,2912,4,0.75,1,224.22,79.28,30,51.84,0.852937636
"bike",57,0,946,2,1,1,6.09,10,0.76,1.41,0.473558959
"bike",49,0,2603,3,0.67,1,12.17,15,1.53,2.81,0.725175526
"auto",48,1,2931,3,0.67,1,118.01,41.73,20,27.29,0.745540576
"auto",50,0,4835,4,1,1,82.61,29.21,15,19.1,0.684105229
"auto",43,0,4023,2,1,1,129.81,45.9,25,30.01,1.377037881
"auto",47,0,1296,1,1,0,200.62,70.94,35,46.39,2.140141672
"auto",58,1,3164,2,1,1,47.2,16.69,15,10.91,1.029300231
"auto",53,0,1401,1,1,1,413.04,146.05,45,95.5,1.169283791
"auto",44,0,3575,2,0.5,1,82.61,29.21,30,19.1,0.875260382
"auto",50,1,3597,2,0.5,1,82.61,29.21,25,19.1,0.54530919
"transit",46,1,2274,4,0.5,1,179.38,63.43,22.47,50,0.895643755
"auto",49,0,4215,4,0.5,0,60.25,21.3,20,13.93,0.350598517
"walk",42,1,4159,4,0.5,1,30,8.61,3.05,5.63,0.480490144
"auto",22,0,1964,4,0.5,0,200.62,70.94,30,46.39,1.102775468
"transit",41,0,2926,3,1,1,280.25,99.09,35.11,75,1.805663907
"bike",44,1,4678,4,1,1,36.52,15,4.58,8.44,0.517823611
"auto",44,1,4094,3,1,1,224.22,79.28,25,51.84,0.570385748
"auto",56,1,2215,2,1,0,295.03,104.32,25,68.21,0.476864554
"auto",48,1,3561,3,0.67,1,177.02,62.59,30,40.93,0.665128942
"transit",50,0,3505,3,0.67,1,168.2,59.47,21.07,40,0.561946221
"transit",44,0,1557,1,0,1,84.1,29.74,10.54,25,3.460751738
"transit",48,0,5306,2,0,0,112.17,39.66,14.05,35,0.842867404
"auto",41,0,3974,4,0.33,1,200.62,70.94,20,46.39,0.936066286
"auto",46,1,2253,4,0.67,1,318.63,112.66,30,73.67,0.737906475
"auto",45,1,3020,3,0.5,1,224.22,79.28,40,51.84,0.629349833
"auto",46,0,2791,4,0.25,1,47.2,16.69,10,10.91,1.165691849
"auto",58,1,2461,2,0.5,1,141.61,50.07,30,32.74,0.186489019
"auto",58,1,5128,4,1,1,271.43,95.97,40,62.76,0.466385243
"auto",25,1,5549,4,1,1,264.35,93.47,26,61.12,1.263281869
"transit",21,0,5176,4,1,1,336.4,118.95,42.15,90,0.780308474
"auto",48,1,2461,3,1,0,9.44,3.34,10,2.18,0.457891489
"auto",37,0,5059,4,1,1,354.04,125.18,40,81.86,1.07557071
"auto",37,1,5391,4,1,1,177.02,62.59,40,40.93,1.066046845
"auto",58,1,3437,5,0.67,1,129.81,45.9,15,30.01,0.356213227
"auto",42,0,3036,5,0.67,1,94.41,33.38,15,21.83,0.637355413
"transit",17,0,3142,5,0.67,1,672.67,237.85,84.28,95,0.543710862
"auto",33,0,2818,3,0.5,1,47.2,16.69,10,10.91,0.519364611
"auto",40,1,2878,4,0.5,0,896.89,317.13,55,207.37,1.342143315
"bike",19,1,1253,3,0,1,2.48,10,0.31,0.57,0.892834955
"auto",63,1,1689,2,1,0,70.81,25.04,20,16.37,0.442585732
"auto",49,0,3209,2,1,1,82.61,29.21,20,19.1,1.119242507
"auto",49,1,4360,5,0.75,1,70.81,25.04,18,16.37,0.805577386
"auto",33,1,2087,3,1,0,188.82,66.76,15,43.66,1.837882229
"auto",36,0,2690,4,0.5,0,247.83,87.63,30,57.3,1.086504103
"auto",57,1,2742,2,0.5,1,141.61,50.07,20,32.74,1.276752435
"transit",52,0,2985,2,0.5,1,33.66,11.9,4.22,17,1.337648265
"bike",58,1,3974,2,0.5,1,99.88,25,12.51,23.09,1.954703198
"bike",52,0,3094,4,0.5,1,21.86,10,2.74,5.06,0.262553354
"bike",53,1,3142,4,0.5,1,19.5,10,2.44,4.51,0.272284839
"transit",64,1,5105,3,0.33,1,67.33,23.81,8.44,20,0.390690582
"auto",59,0,5152,3,0.33,0,94.41,33.38,25,21.83,0.590448355
"transit",61,0,2955,2,0.5,1,168.2,59.47,21.07,39,0.515810815
"bike",45,0,2716,4,0.33,1,36.52,8,4.58,8.44,0.444310177
"auto",47,0,3238,2,1,1,206.58,73.05,25,47.76,1.708855813
"auto",47,0,3328,4,0.67,1,82.61,29.21,10,19.1,0.823091892
"auto",20,1,3238,4,0.67,1,259.63,91.8,20,60.03,1.174195156
"transit",57,0,1268,1,0,0,112.17,39.66,14.05,40,1.412230887
"auto",30,0,2733,4,1,1,236.02,83.46,30,54.57,1.896606512
"auto",31,1,2661,3,0.5,0,318.63,112.66,30,73.67,1.394341339
"auto",47,0,4467,3,1,1,306.83,108.49,30,70.94,0.380715646
"bike",41,1,3256,5,0.5,1,7.33,2,0.92,1.69,0.459768411
"auto",41,1,1695,4,1,1,106.21,37.55,10,24.56,0.536650623
"auto",42,0,1743,4,1,1,141.61,50.07,20,32.74,0.516816622
"bike",59,0,1752,3,1,1,91.3,30,11.44,21.11,0.402921158
"transit",21,1,1608,3,1,1,336.4,118.95,42.15,60,1.091512171
"auto",21,1,4481,3,1,1,35.4,12.52,5,8.19,1.961858067
"auto",41,1,3204,3,1,1,94.41,33.38,30,21.83,0.687875089
"bike",57,1,2883,2,0.5,1,42.61,15,5.34,9.85,1.036184425
"transit",42,1,1425,3,1,0,89.69,31.71,11.24,80,0.989900524
"bike",61,1,1563,1,0,1,24.35,10,3.05,5.63,1.731647716
"auto",34,1,3417,4,1,0,59.01,20.86,10,13.64,1.190907303
"auto",53,0,1178,2,0.5,1,70.81,25.04,10,16.37,0.790084208
"auto",51,0,6647,4,0.67,1,354.04,125.18,40,81.86,0.425736504
"auto",51,1,6647,4,0.67,1,188.82,66.76,45,43.66,0.408762723
"transit",18,1,6740,4,0.67,1,280.25,99.09,35.11,65,0.595516798
"transit",35,1,1250,1,0,1,56.02,19.81,7.02,22,4.997120198
"auto",47,1,1253,1,1,1,35.4,12.52,5,8.19,4.320587284
"auto",58,1,3359,2,1.5,1,177.02,62.59,18,40.93,0.532329242
"bike",51,0,3292,4,0.67,1,91.3,20,11.44,21.11,0.71620602
"auto",19,0,3094,4,0.67,1,94.41,33.38,15,21.83,1.043423707
"auto",48,1,1686,4,0.67,1,70.81,25.04,14,16.37,0.551017513
"auto",54,0,3665,2,1,0,94.41,33.38,24,21.83,0.449220337
"auto",54,1,3642,2,1,1,188.82,66.76,31,43.66,0.487815612
"auto",33,0,2198,1,1,1,200.62,70.94,25,46.39,5.25947458
"auto",21,1,3583,2,1,1,165.22,58.42,20,38.2,1.47305427
"auto",49,0,3227,2,1,1,118.01,41.73,25,27.29,0.702676377
"auto",46,0,2874,1,1,1,70.81,25.04,30,16.37,3.716819831
"auto",62,1,8092,2,0.5,0,41.37,14.63,6,9.56,0.601587089
"auto",57,1,3575,2,0.5,1,37.76,13.35,7,8.73,0.204769026
"auto",50,1,4568,5,1,1,604.22,213.65,45,139.7,0.382141543
"transit",41,1,2795,4,0.5,0,224.22,79.28,28.09,40,0.87002431
"auto",47,1,2827,4,0.5,1,29.57,10.45,10,6.84,0.589611
"auto",50,1,1584,2,1,1,295.03,104.32,50,68.21,1.427752479
"auto",32,1,2926,2,1,0,188.82,66.76,60,43.66,3.106479309
"walk",42,1,1725,5,1,1,10,3.43,1.21,2.24,0.986192684
"auto",57,1,4023,2,1,1,660.87,233.67,40,152.8,0.513580845
"auto",64,1,950,1,1,1,129.81,45.9,25,30.01,2.000158111
"auto",41,0,3470,3,1,1,295.03,104.32,30,68.21,0.457873678
"auto",53,0,4386,2,1,0,70.81,25.04,10,16.37,1.05085667
"auto",47,1,4373,2,1,0,47.2,16.69,15,10.91,1.086025899
"auto",32,1,2846,3,1,1,76.77,27.14,15,17.75,7.801529369
"auto",50,0,4063,3,1,1,283.23,100.15,25,65.49,0.412018884
"transit",46,0,2970,2,1,0,56.02,19.81,7.02,35,0.702676377
"auto",49,1,2874,2,1,0,165.22,58.42,30,38.2,0.729643163
"auto",60,0,4439,2,1,1,389.44,137.7,29,90.04,1.091533571
"walk",53,0,1302,4,0,0,20,4.3,1.53,2.81,0.792224498
"transit",54,0,2531,2,0.5,0,157.02,55.52,19.67,45,0.502165106
"auto",46,0,4053,3,1,1,224.22,79.28,35,51.84,1.480284204
"auto",50,1,4148,3,1,1,306.83,108.49,40,70.94,1.152908401
"transit",18,0,1719,3,0,0,246.71,87.23,30.91,58,0.435118487
"transit",52,1,4630,2,0.5,1,347.58,122.9,43.55,40,1.120744658
"auto",55,0,4746,2,0.5,1,153.42,54.25,15,35.47,1.015588409
"auto",28,1,6952,4,1,1,483.85,171.08,70,111.87,0.823106271
"auto",60,0,6841,4,1,0,47.2,16.69,10,10.91,0.349933645
"auto",57,1,6740,4,1,0,106.21,37.55,40,24.56,0.350701372
"auto",37,1,3863,4,1,1,295.03,104.32,30,68.21,0.972357655
"auto",48,1,4053,5,0.5,1,295.03,104.32,25,68.21,0.961329321
"transit",44,1,1749,1,0,1,168.2,59.47,21.07,50,3.629225314
"transit",49,0,4360,4,0,1,1121.12,396.41,140.47,133,0.293854215
"auto",58,0,3518,2,1,1,424.84,150.22,35,98.23,1.035239059
"auto",62,1,1111,2,0.5,1,590.06,208.64,60,136.43,0.961615092
"auto",34,1,3268,4,1,1,177.02,62.59,30,40.93,1.7612219
"walk",56,1,4094,3,0.67,1,20,12.91,4.58,8.44,0.678847978
"auto",44,1,7566,2,1,1,271.43,95.97,35,62.76,1.438876669
"auto",45,0,7076,2,1,1,472.05,166.91,45,109.14,1.104049974
"auto",43,1,2375,5,1,1,106.21,37.55,10,24.56,0.868642757
"auto",48,0,3811,3,1,0,59.01,20.86,10,13.64,0.991646152
"auto",42,0,2678,3,0.5,0,35.4,12.52,15,8.19,0.885741262
"auto",52,1,7377,3,0.5,1,177.02,62.59,30,40.93,0.48987121
"walk",48,0,2295,3,0.67,0,10,2.15,0.76,1.41,1.058238112
"auto",38,1,1677,2,1,0,70.81,25.04,20,16.37,1.324055675
"transit",33,0,1719,2,1,0,78.51,27.76,9.84,30,1.372411105
"bike",67,0,2031,2,1,1,3.6,15,0.45,0.83,1.850363135
"transit",44,0,6340,3,0.33,1,67.33,23.81,8.44,20,0.841742709
"bike",47,1,3233,2,0.5,1,36.52,5,4.58,8.44,0.92149416
"auto",51,0,3137,2,0.5,1,188.82,66.76,15,43.66,0.778541014
"transit",31,1,5618,2,0.5,1,145.71,51.52,18.26,32,2.212211067
"transit",47,1,2461,2,0.5,1,168.2,59.47,21.07,30,1.596834624
"auto",53,1,3505,2,1,1,59.01,20.86,10,13.64,0.85282201
"auto",40,1,2795,3,1,1,236.02,83.46,15,54.57,1.248248202
"auto",52,1,1792,2,1,1,531.06,187.77,45,122.79,1.546759774
"auto",45,1,674,2,0.5,0,82.61,29.21,10,19.1,0.837615327
"auto",35,1,4013,2,1,1,165.22,58.42,30,38.2,1.176637854
"bike",50,1,3430,3,0.5,1,109.57,25,13.73,25.33,1.197442126
"auto",36,0,2302,3,0.5,1,413.04,146.05,30,95.5,1.283869953
"bike",52,1,2453,1,0,1,42.61,15,5.34,9.85,1.790939084
"auto",36,0,1371,1,1,1,59.01,20.86,10,13.64,4.934883774
"auto",48,0,2846,3,0.33,1,188.82,66.76,25,43.66,0.622670121
"transit",51,1,2902,3,0.33,1,112.17,39.66,14.05,29,0.582889594
"auto",42,0,2320,4,0.5,1,94.41,33.38,15,21.83,0.662419277
"walk",52,0,1999,3,0,1,5,2.59,0.92,1.69,0.632096601
"auto",56,1,925,2,0.5,1,177.02,62.59,40,40.93,0.36326393
"walk",46,0,3366,3,0.67,1,25,4.3,1.53,2.81,1.061934034
"auto",44,0,2083,1,1,0,94.41,33.38,20,21.83,0.895785423
"auto",56,0,3041,3,1,1,129.81,45.9,20,30.01,0.917366626
"transit",62,0,7566,2,0.5,1,67.33,23.81,8.44,30,1.03338847
"auto",32,1,2236,1,1,1,295.03,104.32,35,68.21,3.071176307
"walk",47,0,3443,3,0.67,1,5,2.15,0.76,1.41,0.321065935
"auto",43,1,3728,1,3,1,283.23,100.15,30,65.49,5.53530141
"auto",58,1,1844,3,1,0,153.42,54.25,20,35.47,0.520978291
"auto",25,1,1350,2,1,1,23.6,8.35,4,5.46,1.649493884
"auto",66,1,4781,4,1,1,35.4,12.52,15,8.19,0.538447825
"auto",40,0,2120,3,0.5,1,177.02,62.59,30,40.93,1.453202818
"auto",48,1,2107,3,0.5,1,177.02,62.59,30,40.93,1.007165685
"auto",30,0,925,2,0,0,23.6,8.35,10,5.46,0.92572557
"auto",50,1,6952,4,1,0,70.81,25.04,25,16.37,0.580619261
"auto",48,0,6952,4,1,1,8.32,2.94,2,1.92,0.745489859
"auto",51,0,2535,2,1,1,177.02,62.59,25,40.93,0.6993163
"auto",51,0,3437,3,0.67,1,143.98,50.91,20,33.29,0.701832018
"auto",61,1,2371,2,1,1,13.04,4.61,5,3.02,0.536411599
"auto",52,1,5692,3,0.67,0,472.05,166.91,30,109.14,0.483737309
"auto",54,0,5812,3,0.67,0,118.01,41.73,15,27.29,0.503824392
"auto",53,1,2678,2,0.5,1,92.05,32.55,25,21.28,0.424257307
"auto",51,0,2695,2,0.5,1,92.05,32.55,10,21.28,0.426217713
"auto",51,0,1581,2,1,1,177.02,62.59,25,40.93,0.804989089
"walk",41,0,3198,4,0.67,1,2,0.88,0.31,0.57,0.907475798
"auto",47,1,3385,4,0.67,1,885.09,312.96,70,204.64,0.62894076
"auto",50,1,6154,4,0.33,1,94.41,33.38,15,21.83,0.594543055
"bike",48,0,6274,4,0.33,1,8.57,10,1.07,1.98,0.635118896
"auto",57,0,2246,5,0.5,1,23.6,8.35,10,5.46,0.496973546
"bike",42,1,2995,4,0.5,1,7.33,3,0.92,1.69,0.756493115
"auto",60,0,2695,2,1,1,236.02,83.46,25,54.57,0.620564749
"auto",31,1,3927,2,1,0,247.83,87.63,35,57.3,2.66465251
"auto",32,0,3936,2,1,0,82.61,29.21,10,19.1,2.775301605
"auto",37,1,3635,3,1,1,708.07,250.37,30,163.71,0.98940689
"walk",73,0,1305,1,0,0,5,0.44,0.16,0.29,1.749744936
"auto",41,1,1389,1,1,1,330.43,116.84,35,76.4,2.359326952
"auto",59,1,3292,2,0.5,1,47.2,16.69,10,10.91,1.444495523
"auto",56,0,3244,2,0.5,1,35.4,12.52,10,8.19,1.504477875
"auto",40,1,3769,4,0.5,1,35.4,12.52,10,8.19,0.499237428
"auto",42,1,3170,3,0.33,1,47.2,16.69,10,10.91,0.884222071
"transit",57,0,1317,2,1,1,112.17,39.66,14.05,48,0.479758279
"auto",67,1,3094,2,0.5,1,48.45,17.13,15,11.2,0.287117424
"auto",30,1,2218,4,0.5,1,531.06,187.77,45,122.79,1.617502762
"auto",44,0,4238,5,0.5,1,141.61,50.07,25,32.74,0.593735271
"auto",49,1,4553,5,0.5,1,141.61,50.07,20,32.74,0.41149782
"auto",51,1,2472,2,0.5,1,171.18,60.53,15,39.58,0.645430882
"transit",32,0,3391,2,0.5,1,100.87,35.67,12.64,41,3.014153231
"transit",28,1,3424,2,0.5,1,100.87,35.67,12.64,42,2.897671937
"bike",29,0,3244,2,0.5,1,36.52,15,4.58,8.44,1.027405255
"auto",45,1,5731,5,0.6,0,295.03,104.32,35,68.21,0.6812564
"auto",42,0,5692,5,0.6,0,35.4,12.52,10,8.19,0.982960138
"auto",46,0,2931,4,1.25,1,377.64,133.53,50,87.31,0.745489859
"auto",52,1,4728,2,1,1,413.04,146.05,40,95.5,0.365635307
"auto",42,0,2126,3,1,1,41.37,14.63,10,9.56,1.525088156
"transit",28,1,1293,1,0,1,56.02,19.81,7.02,30,3.384416147
"bike",39,0,2047,5,0.5,1,24.35,5,3.05,5.63,0.945469687
"auto",43,1,2364,5,0.5,1,17.76,6.28,3,4.11,0.699751823
"bike",45,0,2716,3,0.5,1,8.57,5,1.07,1.98,0.700599174
"auto",49,1,2769,3,0.5,1,41.37,14.63,15,9.56,0.740700176
"auto",45,0,4262,2,1,1,118.01,41.73,30,27.29,1.104519363
"auto",49,1,4553,2,1,1,236.02,83.46,25,54.57,1.094739167
"bike",41,1,4932,5,0.5,1,9.69,10,1.21,2.24,0.572965179
"auto",47,0,8505,5,1,1,82.61,29.21,20,19.1,0.393087222
"auto",25,0,5201,2,1,1,566.46,200.29,40,130.97,7.275569501
"auto",29,1,5334,2,1,1,424.84,150.22,35,98.23,7.692009657
"bike",43,1,2751,2,1,1,60.87,15,7.63,14.07,0.950459369
"bike",36,0,2623,2,1,1,60.87,15,7.63,14.07,1.219298282
"auto",54,1,5362,4,0.75,1,59.01,20.86,10,13.64,0.741528773
"auto",49,0,5152,4,0.75,1,23.6,8.35,5,5.46,0.785596809
"auto",22,1,5421,4,0.75,1,271.43,95.97,50,62.76,1.230047602
"transit",45,0,2931,2,0.5,1,392.42,138.76,49.17,45,1.254474409
"auto",55,0,1428,1,1,1,76.77,27.14,25,17.75,2.465274104
"auto",54,0,1677,2,0.5,0,29.57,10.45,5,6.84,0.639793965
"auto",71,0,1216,1,1,0,118.01,41.73,20,27.29,0.79614812
"auto",41,1,3505,4,0.5,1,59.01,20.86,20,13.64,0.614392157
"bike",41,0,3126,4,0.5,1,18.26,10,2.29,4.22,0.581129385
"auto",55,0,1341,2,0.5,1,53.17,18.8,7,12.29,0.826909644
"auto",49,0,3120,2,1,1,188.82,66.76,30,43.66,0.499587688
"auto",49,0,3855,2,1,1,129.81,45.9,15,30.01,1.176295892
"auto",54,1,7566,4,0.75,1,295.03,104.32,50,68.21,0.629094255
"transit",19,1,1092,2,1,1,168.2,59.47,21.07,45,1.037635693
"transit",52,0,917,2,1,1,313.91,111,39.33,90,0.46387448
"auto",45,1,4746,4,1,1,330.43,116.84,20,76.4,0.671296382
"walk",54,0,799,3,0.5,0,30,6.46,2.29,4.22,1.050679552
"walk",20,0,850,3,0.5,0,30,6.46,2.29,4.22,1.92447619
"auto",52,0,2791,2,1,1,17.76,6.28,10,4.11,0.921222853
"transit",47,1,3378,5,0.4,1,112.17,39.66,14.05,37,0.904071015
"auto",39,1,2153,4,0.5,1,153.42,54.25,30,35.47,0.670029357
"auto",58,1,1891,4,1,1,129.81,45.9,10,30.01,0.408204664
"transit",52,0,1569,4,0.33,0,89.69,31.71,11.24,30,0.033812406
"auto",23,0,1932,4,0.33,1,41.37,14.63,10,9.56,0.139081151
"auto",42,1,3417,3,0.5,1,59.01,20.86,15,13.64,0.595122933
"bike",41,0,3159,3,0.5,1,12.17,10,1.53,2.81,0.516194615
"auto",17,0,1398,2,1,1,295.03,104.32,30,68.21,0.874308052
"auto",28,1,2503,4,0.5,0,129.81,45.9,12,30.01,1.259574446
"auto",44,0,1749,3,1,0,94.41,33.38,10,21.83,1.945550692
"auto",43,1,2028,4,0.5,0,82.61,29.21,20,19.1,0.815969654
"auto",40,0,2120,4,0.5,1,59.01,20.86,7,13.64,0.541152814
"transit",24,1,2133,3,0.5,0,11.18,3.95,1.4,30,0.991422516
"auto",40,0,2160,3,1,1,153.42,54.25,25,35.47,0.968645211
"auto",23,1,4835,4,0.75,1,177.02,62.59,45,40.93,0.69217939
"transit",53,0,4043,3,1,1,123.35,43.62,15.46,40,0.561946221
"auto",58,0,1875,1,1,1,35.4,12.52,15,8.19,1.596612531
"auto",42,0,4386,6,0.67,1,35.4,12.52,5,8.19,0.805048037
"transit",25,1,1184,2,0,1,257.89,91.19,32.31,37,1.804212858
"auto",52,0,6952,5,0.75,1,70.81,25.04,10,16.37,0.387864597
"auto",43,0,2809,3,1,0,295.03,104.32,30,68.21,1.32841996
"auto",50,1,2860,3,1,0,259.63,91.8,30,60.03,0.965893829
"auto",52,0,9204,2,0,0,59.01,20.86,10,13.64,1.04430674
"auto",56,1,7566,2,0,0,59.01,20.86,10,13.64,0.746112148
"walk",48,0,2570,3,0.5,1,20,9.49,3.36,6.2,1.218946044
"auto",51,1,2103,3,0.5,1,165.22,58.42,25,38.2,0.949367109
"transit",40,0,2764,1,1,1,560.62,198.23,70.24,45,5.779931602
"auto",19,0,1184,2,1,0,11.8,4.17,15,2.73,1.03513746
"auto",42,1,4524,4,0.67,0,295.03,104.32,35,68.21,0.78736156
"auto",56,0,6098,2,1,1,76.77,27.14,10,17.75,1.729409878
"auto",27,1,5771,5,1,1,9.44,3.34,5,2.18,0.779402146
"bike",31,1,1894,1,1,1,10.93,4,1.37,2.53,9.832653342
"auto",41,1,2823,3,0.67,1,767.08,271.23,50,177.36,1.041806427
"transit",54,1,2215,2,0,1,280.25,99.09,35.11,95,0.982231386
"transit",57,0,2558,2,0,1,190.56,67.38,23.88,85,0.846472708
"auto",60,0,2093,2,1,1,47.2,16.69,10,10.91,0.458088039
"walk",45,0,4413,4,0.33,1,15,4.3,1.53,2.81,0.527091201
"auto",45,1,4322,4,0.33,1,11.8,4.17,3,2.73,0.506076489
"transit",48,0,3918,2,0.5,1,11.18,3.95,1.4,40,0.429628633
"transit",63,1,3846,2,0.5,1,11.18,3.95,1.4,40,0.318285214
"auto",53,0,1473,2,1,1,82.61,29.21,10,19.1,0.616503299
"transit",49,0,6274,5,0.5,1,168.2,59.47,21.07,60,0.397202657
"auto",53,1,6483,5,0.5,1,70.81,25.04,15,16.37,0.312317137
"auto",33,1,2453,3,0.5,1,21.24,7.51,3,4.91,0.75499818
"auto",50,1,2147,4,1,1,5.96,2.11,5,1.38,0.459557179
"auto",22,0,2093,4,1,1,59.01,20.86,30,13.64,0.827936346
"auto",39,1,3298,5,1,1,259.63,91.8,30,60.03,0.739509388
"auto",46,0,3890,3,1,1,236.02,83.46,25,54.57,0.398097968
"auto",52,1,3673,3,1,1,212.42,75.11,30,49.11,0.275047309
"transit",64,1,3820,3,0,0,50.43,17.83,6.32,16,0.746696249
"transit",23,1,3753,3,0,1,224.22,79.28,28.09,35,1.481308805
"auto",54,0,1259,2,1,1,271.43,95.97,35,62.76,0.940991182
"auto",50,1,9204,5,0.8,1,188.82,66.76,25,43.66,0.423627104
"auto",44,0,7797,5,0.8,1,11.8,4.17,8,2.73,0.582625838
"auto",24,1,8505,5,0.8,0,1180.12,417.28,90,272.86,0.750677881
"auto",45,0,1228,1,1,0,578.26,204.47,55,133.7,2.567987825
"auto",49,1,2281,1,1,1,82.61,29.21,10,19.1,2.282203395
"walk",45,0,1256,3,0,1,5,2.15,0.76,1.41,0.568582751
"bike",58,0,2661,3,1,1,76.65,30,9.6,17.72,0.280493214
"auto",52,1,2657,3,1,1,59.01,20.86,30,13.64,0.423308176
"transit",20,1,3688,3,0.5,1,44.84,15.86,5.62,90,1.666048323
"auto",62,1,7797,3,1.33,1,11.8,4.17,5,2.73,0.698114301
"auto",54,1,2769,3,0.33,1,94.41,33.38,15,21.83,0.405361426
"auto",21,1,2611,3,0.33,0,118.01,41.73,10,27.29,0.838001927
"auto",56,1,2720,3,0.67,0,70.81,25.04,20,16.37,0.160747075
"auto",39,1,2465,1,1,1,165.22,58.42,17,38.2,4.373138847
"bike",42,0,1398,3,0,1,48.7,20,6.1,11.26,1.257227272
"auto",44,1,2591,4,0.67,0,354.04,125.18,30,81.86,0.992728351
"auto",18,0,2591,4,0.67,0,47.2,16.69,15,10.91,0.882036101
"auto",38,0,2342,4,0.5,1,82.61,29.21,15,19.1,0.850992788
"auto",59,0,5279,4,0.75,0,306.83,108.49,35,70.94,0.423228844
"auto",59,1,5128,4,0.75,0,342.24,121.01,30,79.13,0.406355043
"auto",26,1,5176,4,0.75,0,118.01,41.73,15,27.29,0.980702993
"auto",25,1,5176,4,0.75,0,306.83,108.49,35,70.94,0.980702993
"auto",57,1,8505,2,1,1,165.22,58.42,30,38.2,0.842201183
"bike",63,1,1530,2,2,1,42.61,15,5.34,9.85,1.235157908
"bike",51,0,775,2,0,1,60.87,15,7.63,14.07,0.608185049
"auto",69,1,2595,2,0.5,1,306.83,108.49,30,70.94,1.182369765
"auto",63,1,1551,2,0.5,1,165.22,58.42,15,38.2,0.961615092
"auto",51,0,1835,1,1,1,23.6,8.35,10,5.46,1.061332625
"auto",40,0,3204,7,1,0,53.17,18.8,10,12.29,0.856836734
"auto",40,1,3005,7,1,0,94.41,33.38,20,21.83,0.822675326
"auto",47,1,1857,1,1,1,141.61,50.07,25,32.74,1.188058051
"walk",34,1,1938,4,0.5,1,5,4.3,1.53,2.81,0.979142615
"auto",36,1,1596,3,1,0,271.43,95.97,35,62.76,0.407763897
"transit",30,0,3498,3,1,0,190.56,67.38,23.88,50,2.734300438
"auto",51,0,3786,2,0.5,1,70.81,25.04,15,16.37,0.777789704
"auto",57,1,2769,4,0.67,1,413.04,146.05,45,95.5,0.337892267
"bike",53,0,2615,4,0.67,1,18.26,5,2.29,4.22,0.369851449
"auto",26,1,2087,4,0.5,1,472.05,166.91,40,109.14,1.228758585
"auto",54,0,4003,2,1,0,11.8,4.17,15,2.73,0.819750333
"auto",44,1,1111,1,1,1,129.81,45.9,20,30.01,4.5244345
"auto",35,0,1795,3,1,1,23.6,8.35,15,5.46,1.494139584
"auto",38,1,3131,4,0.5,1,342.24,121.01,30,79.13,2.175010956
"auto",58,1,2047,2,1,1,436.65,154.39,40,100.96,2.104995552
"auto",61,0,2472,2,1,1,295.03,104.32,30,68.21,2.100387468
"bike",32,1,4033,4,0.5,1,73.04,20,9.15,16.89,0.57143018
"bike",49,0,548,2,1,1,42.61,15,5.34,9.85,0.770166909
"transit",24,0,2044,3,1,1,190.56,67.38,23.88,20,0.58225382
"transit",24,0,2480,3,1,1,190.56,67.38,23.88,20,0.58225382
"auto",54,0,2288,2,0.5,1,106.21,37.55,15,24.56,1.240897398
"auto",61,1,2777,1,1,0,59.01,20.86,10,13.64,2.03932356
"auto",59,0,2729,2,1,1,70.81,25.04,20,16.37,0.726097607
"auto",36,1,1602,3,2.5,1,129.81,45.9,15,30.01,1.320388629
"transit",59,1,3728,2,0.5,0,224.22,79.28,28.09,45,0.835158077
"walk",49,0,3786,2,0.5,0,10,3.03,1.07,1.98,1.134983578
"auto",43,0,4873,2,1,1,141.61,50.07,30,32.74,2.087322877
"auto",43,1,4892,2,1,1,94.41,33.38,15,21.83,2.004102953
"auto",49,0,3484,3,0.67,1,29.57,10.45,10,6.84,0.887703997
"auto",38,1,3728,2,1,1,354.04,125.18,40,81.86,2.866574034
"transit",58,0,4439,2,1,1,22.48,7.95,2.82,30,0.769081563
