"","hh_size","n_children","region_type","hh_autos","n_emp","dist_to_transit","hh_income","trip_length_km","weight"
"9417",4,2,"metropolitan",2,2,0.15,2686,20.9,0.651497069
"9418",4,2,"metropolitan",2,2,0.15,2686,38.95,0.678550338
"9419",1,0,"metropolitan",1,1,0.15,2367,33.25,2.393595177
"9420",2,0,"metropolitan",1,2,0.7,4439,1.43,0.442997561
"9421",2,0,"metropolitan",1,2,0.7,4439,1.43,0.481058199
"9422",2,0,"metropolitan",2,2,0.7,5015,4.75,0.511278121
"9423",2,0,"metropolitan",2,2,0.7,5015,11.4,0.511278121
"9424",1,0,"rural",1,1,0.7,1960,42.75,3.89948972
"9425",2,0,"rural",2,2,0.7,3378,2.85,0.434753976
"9426",2,0,"urban",1,2,0.05,1578,6.32,0.65444322
"9427",3,0,"urban",2,2,0.7,3026,6.65,0.585129305
"9428",4,2,"metropolitan",1,1,0.7,1111,38,1.092414227
"9429",4,2,"metropolitan",1,1,0.3,2800,5.42,0.857079802
"9430",3,1,"metropolitan",1,1,0.3,1213,7.6,0.506443328
"9431",4,0,"metropolitan",4,3,0.05,3310,19.95,0.396597095
"9432",4,1,"urban",2,1,0.15,4262,19.95,0.470762593
"9433",3,1,"urban",1,2,0.7,1731,4.75,0.369536942
"9434",3,1,"urban",1,2,0.7,1731,0.39,0.379336827
"9435",3,0,"metropolitan",2,2,0.05,3268,21.85,0.289032905
"9436",3,0,"metropolitan",2,2,0.05,3268,10.45,0.206501551
"9437",4,2,"metropolitan",1,2,0.7,2980,17.1,0.907078528
"9438",4,0,"urban",4,3,0.3,4250,21.85,0.678934872
"9439",4,0,"urban",4,3,0.3,4250,19.95,1.30678677
"9440",4,0,"urban",4,3,0.3,4250,21.85,1.136278277
"9441",2,0,"metropolitan",1,1,0.7,2912,10.83,0.273318282
"9442",4,2,"rural",1,2,0.05,6340,1.9,0.693739525
"9443",5,3,"metropolitan",2,2,0.3,3238,4.75,0.687168921
"9444",3,1,"metropolitan",2,1,0.7,3398,19.95,1.168903151
"9445",2,0,"metropolitan",1,0,1.5,2769,0.95,0.796607931
"9446",4,2,"metropolitan",2,2,0.05,5421,11.4,0.312430553
"9447",4,2,"metropolitan",2,2,0.05,5421,42.75,0.332334597
"9448",3,0,"rural",1,2,0.05,6213,81.22,0.822727574
"9449",2,0,"metropolitan",2,1,0.3,2225,11.4,0.289501527
"9450",2,1,"metropolitan",1,1,0.3,1079,5.7,1.356265661
"9451",5,1,"metropolitan",2,3,0.7,3298,15.2,0.617529332
"9452",4,1,"urban",1,2,0.15,3310,1.47,0.348377448
"9453",4,1,"urban",1,2,0.15,3310,2.45,0.334487913
"9454",4,1,"metropolitan",1,2,0.15,2888,0.98,0.394015327
"9455",2,0,"metropolitan",1,1,0.15,3238,0.2,0.489104182
"9456",4,2,"metropolitan",2,2,0.3,4250,17.1,0.453120349
"9457",4,2,"metropolitan",2,2,0.3,4250,21.85,0.482200538
"9458",4,2,"metropolitan",0,1,0.3,1548,2.94,0.111446034
"9459",4,2,"metropolitan",2,1,0.3,3051,1.9,1.774298363
"9460",5,3,"rural",2,1,0.3,5516,7.6,0.770066786
"9461",5,3,"rural",2,1,0.3,5516,7.6,0.770066786
"9462",2,0,"urban",2,2,0.3,3946,11.4,1.078449627
"9463",2,0,"urban",2,2,0.3,3946,15.2,0.940289221
"9464",1,0,"urban",0,1,0.7,831,2.45,1.50909604
"9465",2,0,"metropolitan",2,2,0.05,6483,23.75,0.409797387
"9466",2,0,"metropolitan",2,2,0.05,6483,22.8,0.619324356
"9467",3,0,"urban",2,2,0.7,2457,5.7,0.498058526
"9468",3,0,"urban",2,2,0.7,2457,2.85,0.708650051
"9469",3,0,"urban",2,3,0.3,2615,5.7,0.894478917
"9470",3,0,"urban",2,3,0.3,2615,5.7,0.624845496
"9471",2,0,"urban",0,1,0.3,1919,2.26,0.513605609
"9472",3,0,"metropolitan",2,3,0.3,3280,18.05,0.648906841
"9473",2,0,"rural",2,1,1.5,3398,10.45,2.532942527
"9474",6,2,"urban",2,2,0.15,6098,5.7,1.754142278
"9475",6,2,"urban",2,2,0.15,6098,28.5,1.706226447
"9476",2,0,"rural",2,1,3.5,6562,3.8,0.434724633
"9477",3,1,"metropolitan",2,2,0.7,3020,23.75,0.897563988
"9478",2,0,"metropolitan",2,1,0.05,2995,57,1.137522137
"9479",1,0,"metropolitan",1,1,0.7,932,3.8,2.456908753
"9480",3,1,"urban",1,1,0.15,1647,0.98,1.328103571
"9481",4,2,"urban",1,1,0.7,2060,9.5,0.532270513
"9482",4,2,"metropolitan",2,2,0.05,5015,15.2,0.400783783
"9483",4,2,"metropolitan",2,2,0.05,5015,14.25,0.385971267
"9484",3,1,"metropolitan",2,2,0.7,2367,19,0.694672842
"9485",3,1,"metropolitan",2,2,0.7,2367,9.5,0.721332475
"9486",3,0,"metropolitan",2,2,0.7,5812,43.7,0.80109051
"9487",3,0,"metropolitan",2,2,0.7,5812,1.47,0.834355613
"9488",3,0,"metropolitan",2,1,0.3,5227,42.75,0.256893917
"9489",3,0,"metropolitan",1,2,0.15,3238,0.54,0.438132313
"9490",3,0,"metropolitan",1,2,0.15,3238,4.75,0.599086132
"9491",1,0,"rural",1,1,0.15,1320,0.95,2.155679262
"9492",2,0,"urban",1,2,1.5,2657,4.75,0.81713917
"9493",2,0,"rural",2,2,0.7,2755,23.75,0.352860336
"9494",2,0,"rural",2,2,0.7,2755,30.4,0.306062151
"9495",4,2,"rural",2,1,0.7,2386,21.85,0.485313236
"9496",4,0,"urban",2,3,0.15,6274,27.93,0.183839272
"9497",4,0,"urban",2,3,0.15,6274,0.98,0.460083242
"9498",3,0,"metropolitan",2,2,0.05,3215,2,0.194868714
"9499",3,0,"metropolitan",2,2,0.05,3215,7.22,0.402509031
"9500",3,0,"metropolitan",2,3,0.05,2782,10.83,0.247027956
"9501",3,0,"metropolitan",2,3,0.05,2782,5.88,0.255866296
"9502",3,1,"urban",1,1,0.15,2995,43.7,1.075404939
"9503",2,0,"metropolitan",1,1,0.05,1620,5.7,1.122811362
"9504",2,0,"urban",1,2,0.7,1866,8.55,0.219203944
"9505",2,0,"rural",1,1,1.5,2331,15.34,0.292955505
"9506",3,1,"metropolitan",1,1,0.3,2587,21.85,1.124763318
"9507",4,3,"urban",1,1,0.05,393,5.88,1.315766928
"9508",2,0,"urban",2,2,0.15,2995,3.33,0.966220026
"9509",2,0,"urban",2,2,0.15,2995,5.7,1.305508203
"9510",4,2,"metropolitan",2,1,0.7,3104,0.86,0.672092195
"9511",4,2,"metropolitan",2,2,0.15,5855,9.5,0.488964684
"9512",2,0,"urban",1,1,0.05,2587,12.35,0.56555085
"9513",3,1,"metropolitan",2,2,0.7,2912,14.25,0.535463807
"9514",2,0,"urban",1,2,0.3,2531,30.4,1.074298092
"9515",2,0,"urban",1,2,0.3,2531,4.51,0.931819057
"9516",1,0,"metropolitan",1,1,0.05,1428,4.75,1.210406333
"9517",1,0,"metropolitan",1,1,0.05,1428,4.75,1.210406333
"9518",5,3,"metropolitan",2,2,0.7,5654,0.48,0.553041244
"9519",5,3,"metropolitan",2,2,0.7,5654,23.75,0.562270158
"9520",3,1,"rural",2,2,0.7,2599,4.28,1.140685615
"9521",3,1,"metropolitan",2,1,0.3,2465,10.45,0.198074514
"9522",4,1,"metropolitan",2,1,0.15,5015,28.5,0.59704631
"9523",2,0,"urban",2,2,0.15,3744,9.5,1.075727271
"9524",1,0,"urban",1,1,0.7,1377,7.6,2.563541703
"9525",2,0,"urban",1,1,1.5,3704,19,0.609118114
"9526",2,0,"urban",2,2,0.3,2021,2.94,0.353838386
"9527",2,0,"rural",2,1,0.7,2607,63.18,2.118677366
"9528",1,0,"metropolitan",1,1,0.3,1854,5.7,2.040424256
"9529",3,1,"metropolitan",1,1,0.3,1851,12.35,0.142872507
"9530",1,0,"rural",0,1,0.3,1085,16.7,0.788523468
"9531",4,0,"rural",1,2,0.05,1710,4.9,0.185905415
"9532",4,0,"rural",1,2,0.05,1710,64.6,0.400428646
"9533",3,1,"urban",1,2,0.3,2578,0.1,1.177959965
"9534",3,1,"urban",1,2,0.3,2578,0.1,1.158625325
"9535",2,0,"metropolitan",2,2,0.7,4553,30.4,0.328894517
"9536",2,0,"metropolitan",2,2,0.7,4553,30.4,0.313456538
"9537",2,0,"urban",2,2,0.3,2742,6.65,1.148442685
"9538",2,0,"urban",2,2,0.3,2742,11.4,0.877379606
"9539",3,0,"urban",2,2,0.3,2057,58.66,0.472954455
"9540",1,0,"urban",1,1,0.15,1335,2.71,4.003794477
"9541",1,0,"metropolitan",0,1,0.05,524,0.98,2.163225431
"9542",4,2,"metropolitan",2,2,0.3,5059,9.5,0.645375989
"9543",4,2,"metropolitan",2,2,0.3,5059,21.85,0.672175082
"9544",2,0,"urban",2,1,0.7,3424,3.8,0.794345533
"9545",4,2,"rural",2,2,0.7,2120,28.5,0.540820072
"9546",3,1,"urban",1,3,0.05,2648,1.96,0.707702457
"9547",3,1,"urban",1,3,0.05,2648,0.98,0.532064891
"9548",4,2,"metropolitan",1,2,0.3,2215,4.75,0.27114222
"9549",4,2,"urban",2,2,0.05,2574,2.85,0.332734287
"9550",4,2,"urban",2,2,0.05,2574,9.5,0.471997623
"9551",2,0,"urban",1,2,0.05,2360,4.75,2.357591052
"9552",3,0,"urban",1,2,0.7,2419,5.7,0.347498407
"9553",3,0,"urban",1,2,0.7,2419,22.56,0.619896599
"9554",3,1,"metropolitan",1,1,0.7,1443,1.52,2.042518206
"9555",3,0,"metropolitan",2,3,0.7,3720,2.85,0.634639681
"9556",1,0,"urban",1,1,0.05,1256,15.2,1.519709118
"9557",5,1,"metropolitan",2,4,0.05,3457,13.3,0.386638492
"9558",5,1,"metropolitan",2,4,0.05,3457,18.05,0.6306571
"9559",2,0,"metropolitan",1,2,0.3,4348,16.25,0.831487019
"9560",4,1,"metropolitan",1,1,0.7,2673,33.25,0.434772312
"9561",4,1,"metropolitan",3,2,0.3,3385,4.75,0.377055927
"9562",4,1,"metropolitan",3,2,0.3,3385,16.15,0.347223801
"9563",5,0,"metropolitan",4,3,0.05,6841,18.05,0.654036832
"9564",5,0,"metropolitan",4,3,0.05,6841,17.1,0.32704515
"9565",5,0,"metropolitan",4,3,0.05,6841,9.5,0.366725261
"9566",3,1,"metropolitan",2,2,0.3,3078,51.3,0.215595337
"9567",4,2,"metropolitan",1,2,0.7,2147,11.4,0.403585666
"9568",4,2,"metropolitan",1,2,0.7,2147,9.03,0.523058129
"9569",3,1,"metropolitan",2,2,0.7,2657,0.49,0.958079965
"9570",3,1,"metropolitan",2,2,0.7,2657,23.75,0.664012795
"9571",3,0,"urban",2,2,0.7,3328,1.43,0.439334029
"9572",3,0,"urban",2,2,0.7,3328,3.92,0.587833817
"9573",2,0,"metropolitan",2,1,0.15,3769,16.15,0.298013702
"9574",3,1,"urban",2,2,0.05,2980,10.45,1.220957912
"9575",3,1,"urban",2,2,0.05,2980,20.9,1.294565366
"9576",5,3,"metropolitan",2,2,0.3,5037,21.85,0.92532197
"9577",5,3,"metropolitan",2,2,0.3,5037,28.5,0.917128514
"9578",2,0,"urban",1,2,0.3,3170,20.9,0.514770597
"9579",2,0,"urban",1,2,0.3,3170,2.38,0.459071804
"9580",1,0,"metropolitan",1,1,0.7,1092,0.49,2.365023006
"9581",3,0,"metropolitan",2,2,0.05,2980,6.65,0.417229344
"9582",3,1,"metropolitan",1,1,1.5,715,7.6,0.857537234
"9583",4,2,"urban",2,2,0.05,2527,16.15,0.575478689
"9584",4,2,"urban",2,2,0.05,2527,26.6,0.330193283
"9585",4,0,"rural",2,3,0.3,6098,13.3,0.542796657
"9586",4,0,"rural",2,3,0.3,6098,28.5,0.485833431
"9587",1,0,"metropolitan",2,1,0.05,334,0.1,4.336072976
"9588",4,1,"metropolitan",1,2,0.3,2236,57.76,0.150396886
"9589",3,1,"metropolitan",1,2,0.05,3137,5.7,0.435118487
"9590",2,0,"metropolitan",1,1,1.5,2599,7.51,1.083953617
"9591",2,0,"urban",1,2,0.05,2386,50.54,0.231482448
"9592",2,0,"urban",1,2,0.05,2386,0.98,0.225159316
"9593",2,0,"metropolitan",0,1,0.3,1722,4.51,1.631650501
"9594",4,2,"urban",2,2,0.7,2310,25.65,0.360020875
"9595",4,2,"urban",2,2,0.7,2310,38,0.349595501
"9596",3,1,"metropolitan",1,2,0.15,2349,15.2,0.697860846
"9597",4,0,"urban",4,2,0.3,4192,31.35,0.199463902
"9598",4,0,"urban",4,2,0.3,4192,40.85,0.321716062
"9599",5,1,"metropolitan",2,2,0.15,4763,35.15,0.40537004
"9600",5,1,"metropolitan",2,2,0.15,4763,4.75,0.42220294
"9601",3,0,"metropolitan",1,0,0.3,2034,3.8,1.655360384
"9602",2,0,"urban",1,2,0.05,2157,4.51,0.614541758
"9603",2,0,"metropolitan",1,2,0.15,2041,4.75,1.07014192
"9604",2,0,"metropolitan",1,2,0.15,2041,23.75,1.030590684
"9605",3,1,"rural",1,2,0.3,3665,4.51,0.521668342
"9606",3,1,"rural",1,2,0.3,3665,99.28,0.541003869
"9607",3,0,"metropolitan",2,1,0.7,2644,31.59,0.91210142
"9608",5,1,"metropolitan",2,2,0.15,5483,1.9,0.457767108
"9609",5,1,"metropolitan",2,2,0.15,5483,1.9,0.457767108
"9610",5,1,"metropolitan",2,2,0.15,5483,18.05,0.629579509
"9611",2,0,"urban",2,1,0.3,3720,26.6,0.495719975
"9612",3,1,"urban",2,2,0.15,2644,0.39,0.770880913
"9613",3,1,"urban",1,2,0.7,3736,1.47,0.837605124
"9614",3,1,"urban",1,2,0.7,3736,49.64,0.389989715
"9615",2,0,"metropolitan",0,0,0.05,985,1.81,1.504916171
"9616",4,2,"metropolitan",2,2,0.3,5059,57,0.818651299
"9617",2,0,"urban",2,1,0.7,2720,0.48,0.640653221
"9618",4,2,"metropolitan",1,1,1.5,1692,13.3,0.365617695
"9619",1,0,"metropolitan",0,1,0.05,1524,8.12,5.068508825
"9620",8,4,"metropolitan",2,2,0.05,3744,9.5,0.242345563
"9621",2,0,"metropolitan",1,1,0.05,5059,9.5,0.381807036
"9622",4,0,"urban",2,3,0.15,5227,21.85,0.193892807
"9623",4,0,"urban",2,3,0.15,5227,38,0.250931134
"9624",1,0,"rural",1,1,0.3,1268,23.75,1.277201938
"9625",4,0,"urban",1,0,0.7,2143,2.71,0.336103549
"9626",6,2,"urban",3,2,0.7,4181,29.45,0.309815965
"9627",6,2,"urban",3,2,0.7,4181,16.15,0.349452939
"9628",1,0,"urban",1,1,0.7,1608,4.75,2.687056556
"9629",3,1,"urban",2,1,0.7,2453,23.75,0.209065516
"9630",3,0,"metropolitan",2,2,0.3,3250,9.5,0.470638022
"9631",3,0,"metropolitan",2,2,0.3,3250,14.25,0.433401814
"9632",6,4,"metropolitan",1,2,0.3,3104,15.2,0.433518821
"9633",6,4,"metropolitan",1,2,0.3,3104,3.92,0.433518821
"9634",6,0,"rural",3,2,0.7,3846,3.8,0.716609778
"9635",6,0,"rural",3,2,0.7,3846,2.45,0.358951499
"9636",6,0,"rural",3,2,0.7,3846,1.96,0.337304121
"9637",6,0,"rural",3,2,0.7,3846,3.8,0.716609778
"9638",4,2,"rural",1,2,0.15,2795,34.3,0.23169364
"9639",2,0,"rural",2,1,0.3,5483,16.15,0.227675133
"9640",3,0,"rural",3,2,1.5,3322,2.85,0.295922817
"9641",3,0,"rural",3,2,1.5,3322,2.85,0.285346509
"9642",4,0,"urban",4,2,0.3,4250,0.48,0.336531151
"9643",4,0,"urban",4,2,0.3,4250,18.05,0.539578407
"9644",2,0,"rural",2,2,0.7,2769,23.75,0.684304467
"9645",2,0,"rural",2,2,0.7,2769,23.75,0.683538945
"9646",2,0,"rural",1,2,0.15,2804,1.96,1.894585315
"9647",3,0,"metropolitan",2,3,0.7,8505,26.6,0.717953117
"9648",3,0,"metropolitan",2,3,0.7,8505,4.75,0.752196522
"9649",3,0,"metropolitan",2,3,0.7,8505,4.75,1.732718182
"9650",5,3,"rural",1,1,0.7,2025,13.3,1.21021122
"9651",4,2,"urban",1,2,0.7,5362,0.49,0.720106703
"9652",1,0,"urban",1,1,0.7,1986,19,1.611937584
"9653",4,0,"metropolitan",2,2,0.3,5279,29.45,0.392073741
"9654",3,0,"urban",3,2,0.15,5771,5.7,0.613332182
"9655",3,0,"urban",3,2,0.15,5771,3.8,0.603265153
"9656",1,0,"metropolitan",0,1,0.7,1134,9.03,1.042675842
"9657",2,1,"metropolitan",1,1,0.7,2484,23.75,0.492205054
"9658",3,0,"metropolitan",2,2,0.3,2126,1.9,0.460893665
"9659",3,0,"metropolitan",2,2,0.3,2126,2.71,0.938867677
"9660",2,0,"metropolitan",2,1,3.5,2678,20.9,0.545245721
"9661",3,1,"metropolitan",2,2,0.05,3820,5.7,0.958079965
"9662",3,1,"metropolitan",2,2,0.05,3820,30.4,0.664012795
"9663",4,2,"metropolitan",1,1,0.15,2648,11.4,1.264548103
"9664",2,0,"rural",2,2,3.5,2682,46.55,0.410380021
"9665",4,2,"metropolitan",2,2,0.7,3635,7.6,1.260061595
"9666",1,0,"urban",2,1,3.5,1470,18.05,1.35506746
"9667",4,2,"metropolitan",1,3,0.3,2067,17.1,0.874281356
"9668",2,0,"metropolitan",1,1,0.3,3304,5.87,0.288747899
"9669",1,0,"urban",1,1,0.7,434,7.6,1.756705592
"9670",3,1,"urban",2,1,0.15,2174,31.35,1.071506733
"9671",3,0,"rural",3,2,0.3,4453,16.15,1.019389683
"9672",3,0,"rural",3,2,0.3,4453,18.05,1.014700957
"9673",2,0,"metropolitan",1,1,0.3,2218,9.5,0.198728996
"9674",3,1,"urban",2,1,0.7,2113,19.95,0.398044883
"9675",2,0,"rural",2,1,0.3,4084,64.98,0.752097317
"9676",4,2,"metropolitan",2,2,0.15,4322,7.6,1.355033582
"9677",4,2,"rural",2,1,0.7,2472,5.7,1.229144073
"9678",6,3,"metropolitan",1,1,0.05,2632,11.4,1.175990998
"9679",6,3,"metropolitan",1,1,0.05,2632,4.75,1.043113271
"9680",4,0,"urban",3,3,0.7,4238,4.75,0.296683047
"9681",4,0,"urban",3,3,0.7,4238,5.23,0.305014775
"9682",4,0,"urban",3,3,0.7,4238,5.7,0.38547002
"9683",3,0,"metropolitan",1,2,0.7,6154,2.85,0.362396846
"9684",3,0,"metropolitan",1,2,0.7,6154,11.73,0.938867677
"9685",2,0,"rural",2,1,0.7,4495,44.22,1.130140919
"9686",4,2,"metropolitan",1,3,0.3,5516,2.94,0.830906525
"9687",4,2,"metropolitan",1,3,0.3,5516,4.41,0.830906525
"9688",4,2,"metropolitan",1,3,0.3,5516,16.63,0.797778934
"9689",3,0,"urban",2,2,0.15,4763,21.85,0.529817785
"9690",3,0,"urban",2,2,0.15,4763,28.5,0.563820233
"9691",2,0,"metropolitan",2,2,0.05,3532,55.1,0.688578437
"9692",5,0,"rural",3,2,0.05,6647,28.5,0.132374249
"9693",3,0,"urban",2,2,0.7,3250,0.98,1.272087923
"9694",3,1,"metropolitan",0,2,0.15,1722,7.35,0.529776546
"9695",3,1,"metropolitan",0,2,0.15,1722,6.32,0.631186932
"9696",2,0,"urban",1,1,0.15,4053,19,0.191358688
"9697",2,0,"metropolitan",1,1,7.5,2170,0.39,1.448470291
"9698",4,2,"rural",0,1,0.05,1287,1.47,0.660759115
"9699",4,0,"metropolitan",2,3,0.15,3498,2.85,1.415027869
"9700",4,0,"metropolitan",2,3,0.15,3498,1.47,1.303072886
"9701",2,0,"metropolitan",1,1,0.3,2760,2.71,0.646870926
"9702",2,0,"urban",1,1,0.7,3908,0.95,0.382814852
"9703",2,0,"metropolitan",2,2,0.15,7216,1.05,0.865394848
"9704",2,0,"metropolitan",2,2,0.15,7216,0.2,1.017615111
"9705",4,2,"metropolitan",2,2,0.7,3872,13.59,0.364239214
"9706",2,0,"urban",2,1,0.05,2299,28.5,0.936256067
"9707",4,1,"urban",1,3,0.7,4043,7.6,0.642703357
"9708",4,1,"urban",1,3,0.7,4043,7.6,0.930360844
"9709",1,0,"urban",1,1,0.15,1277,33.25,1.549501099
"9710",3,0,"metropolitan",2,2,0.15,6154,28.5,0.441235548
"9711",3,0,"metropolitan",2,2,0.15,6154,7.6,0.42546575
"9712",4,0,"metropolitan",4,2,0.7,2695,27.55,0.99354955
"9713",4,0,"metropolitan",4,2,0.7,2695,10.45,1.034806472
"9714",3,0,"urban",2,2,0.15,3126,2.85,0.363553582
"9715",4,0,"rural",4,2,0.7,5421,14.25,0.183656417
"9716",4,0,"rural",4,2,0.7,5421,0.1,0.415801792
"9717",3,0,"metropolitan",1,2,0.7,3568,16.25,0.416192506
"9718",3,0,"metropolitan",1,2,0.7,3568,12.35,0.327248697
"9719",2,0,"urban",1,2,0.7,2242,0.49,0.581397299
"9720",2,0,"urban",1,2,0.7,2242,6.65,0.618709998
"9721",4,0,"metropolitan",1,2,0.15,2412,7.6,0.517112877
"9722",1,0,"metropolitan",1,1,0.05,1095,14.25,5.28617035
"9723",4,0,"rural",3,3,0.7,4094,2.85,0.28717399
"9724",4,0,"rural",3,3,0.7,4094,20.9,0.285853121
"9725",3,0,"urban",3,3,0.05,2644,6.65,0.172036942
"9726",3,0,"urban",3,3,0.05,2644,8.12,0.070361408
"9727",4,1,"urban",3,2,0.3,4495,2.85,0.304786022
"9728",4,1,"urban",3,2,0.3,4495,3.8,0.32420755
"9729",2,0,"metropolitan",1,1,0.15,1203,35.15,0.511282134
"9730",4,2,"metropolitan",1,2,0.15,2990,9.98,0.091945745
"9731",4,1,"metropolitan",2,3,0.3,2652,26.6,0.415132754
"9732",4,1,"metropolitan",2,3,0.3,2652,23.75,0.399789917
"9733",4,1,"metropolitan",2,3,0.3,2652,13.54,0.601906344
"9734",5,3,"metropolitan",1,1,0.15,5082,19.95,0.777380937
"9735",3,1,"urban",1,2,0.7,2773,26.6,0.830873923
"9736",3,1,"urban",1,2,0.7,2773,4.75,0.844739188
"9737",3,0,"metropolitan",2,1,0.7,2465,14.25,0.294125013
"9738",3,0,"metropolitan",2,0,0.7,3126,6.86,0.844858475
"9739",3,0,"metropolitan",2,0,0.7,3126,11.5,1.49711046
"9740",2,0,"metropolitan",2,2,0.05,2018,15.2,0.359516631
"9741",2,0,"metropolitan",2,2,0.05,2018,2.38,0.337835171
"9742",2,0,"urban",1,1,0.7,3583,0.98,0.126042399
"9743",3,0,"urban",1,2,0.05,2260,0.95,0.676625451
"9744",4,2,"metropolitan",1,1,0.3,1872,0.95,0.451826762
"9745",4,1,"metropolitan",4,2,0.3,3736,42.75,0.470280272
"9746",4,1,"metropolitan",4,2,0.3,3736,28.5,0.727759581
"9747",2,0,"urban",1,2,0.15,3696,12.18,0.615960565
"9748",2,0,"urban",1,2,0.15,3696,7.84,0.655491452
"9749",1,0,"rural",1,1,0.7,1545,10.45,0.899243014
"9750",3,0,"metropolitan",1,1,0.7,2087,1.96,0.95798893
"9751",2,0,"rural",1,2,0.15,2163,14.25,0.540062326
"9752",4,1,"metropolitan",1,1,0.7,1686,3.33,0.295965095
"9753",7,4,"rural",2,1,0.7,2883,47.5,0.505881413
"9754",3,0,"metropolitan",1,2,0.05,4994,11.4,0.055269819
"9755",3,0,"metropolitan",1,2,0.05,4994,0.78,0.227342293
"9756",3,0,"urban",1,2,0.3,3192,2.94,0.336915191
"9757",2,0,"urban",1,2,0.05,1467,6.65,1.227848229
"9758",2,0,"urban",1,2,0.05,1467,16.25,1.906337117
"9759",2,0,"urban",2,2,0.7,2809,11.4,0.275386203
"9760",4,0,"urban",3,4,0.05,6562,0.76,0.469477985
"9761",4,0,"urban",3,4,0.05,6562,1.96,0.535524323
"9762",4,0,"urban",3,4,0.05,6562,5.7,0.933386612
"9763",2,1,"metropolitan",1,1,0.7,2703,7.6,0.224750579
"9764",3,1,"metropolitan",1,0,0.05,1771,0.39,0.461265267
"9765",2,0,"metropolitan",2,1,0.05,7566,23.75,0.323576494
"9766",2,0,"rural",2,2,0.7,3411,15.2,0.537667979
"9767",4,1,"urban",1,2,0.05,1662,7.6,0.445023283
"9768",4,2,"urban",2,2,0.3,1951,28.5,0.340644584
"9769",4,2,"urban",2,2,0.3,1951,7.6,0.59369378
"9770",2,0,"metropolitan",1,2,0.05,5201,1.47,0.618326528
"9771",2,0,"rural",1,2,0.7,2578,28.5,1.834771881
"9772",2,0,"rural",1,2,0.7,2578,0.98,1.784653586
"9773",2,0,"metropolitan",1,2,0.05,5201,0.98,1.710530126
"9774",2,0,"metropolitan",1,1,0.3,1518,11.88,0.439280777
"9775",5,2,"metropolitan",1,2,0.3,3955,6.65,0.1217429
"9776",1,0,"rural",2,1,0.7,2239,20.9,1.090148208
"9777",2,0,"metropolitan",1,1,1.5,1608,5.42,0.493638499
"9778",2,0,"metropolitan",0,2,0.3,1467,13.54,0.344904442
"9779",2,0,"metropolitan",0,2,0.3,1467,12.64,0.343982183
"9780",2,0,"urban",0,1,0.15,1596,4.51,0.084677686
"9781",2,0,"rural",2,1,0.3,3215,42.75,0.387201117
"9782",3,1,"urban",2,2,0.05,1656,8.55,0.219522076
"9783",3,1,"urban",2,2,0.05,1656,35.15,0.22794673
"9784",3,2,"metropolitan",1,1,0.15,2218,26.6,0.944585658
"9785",2,0,"metropolitan",1,1,0.7,1780,22.56,0.711579852
"9786",2,0,"metropolitan",1,2,0.15,2595,3.92,0.52913386
"9787",2,0,"metropolitan",1,2,0.15,2595,9.5,0.34226173
"9788",2,0,"rural",2,2,1.5,3292,14.25,0.556418854
"9789",2,0,"rural",2,2,1.5,3292,53.2,0.553420287
"9790",3,0,"rural",1,3,0.05,2945,5.7,0.497743024
"9791",3,0,"rural",1,3,0.05,2945,1.96,0.52968699
"9792",2,0,"rural",1,2,0.05,2364,1.96,0.379565452
"9793",2,0,"rural",1,2,0.05,2364,0.1,0.379140838
"9794",2,0,"metropolitan",1,1,0.7,5855,7.22,0.103428466
"9795",4,0,"rural",3,2,0.15,3159,19,1.489885308
"9796",4,2,"urban",2,2,0.05,3863,2.85,0.519111158
"9797",2,0,"metropolitan",1,1,0.7,2160,3.92,0.164863756
"9798",2,0,"metropolitan",1,1,0.7,2160,3.92,0.136016693
"9799",4,2,"metropolitan",2,2,0.3,2615,20.9,0.44897279
"9800",4,2,"metropolitan",2,2,0.3,2615,26.6,0.346422267
"9801",2,0,"metropolitan",1,2,0.7,1869,9.5,0.838722836
"9802",3,1,"metropolitan",2,2,0.3,3974,7.6,0.461347096
"9803",4,2,"metropolitan",2,2,0.7,3304,11.4,0.686375591
"9804",4,2,"metropolitan",2,2,0.7,3304,27.08,0.562184097
"9805",3,0,"urban",2,2,0.7,2777,6.65,0.624845496
"9806",3,0,"urban",2,2,0.7,2777,7.6,0.601751913
"9807",2,0,"metropolitan",1,1,0.3,3233,28.5,0.848151023
"9808",4,2,"metropolitan",2,2,0.3,3811,52.25,0.709351852
"9809",4,2,"metropolitan",2,2,0.3,3811,6.65,0.981159851
"9810",5,3,"urban",1,1,0.7,4170,8.82,0.40966315
"9811",3,1,"metropolitan",1,1,0.7,4413,10.45,0.453311758
"9812",3,1,"metropolitan",2,1,0.3,2246,2.85,0.183318077
"9813",3,0,"metropolitan",2,1,0.15,3083,5.7,1.41815923
"9814",3,0,"metropolitan",2,2,0.05,3993,34.3,0.531049911
"9815",4,1,"metropolitan",2,2,0.3,2408,10.45,0.057603959
"9816",4,1,"metropolitan",2,2,0.3,2408,13.54,0.096907488
"9817",4,0,"rural",3,2,1.5,2874,20.9,1.326343407
"9818",4,0,"rural",3,2,1.5,2874,20.9,1.324859645
"9819",2,0,"urban",1,2,0.7,3769,1.43,0.412980673
"9820",2,0,"urban",1,2,0.7,3769,1.43,0.412980673
